label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,file,strain
flat,0.1623,,,41000,41500,41500,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,40000,40000,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,39500,39000,39000,39000,39000,39000,38500,T0000195,SD
flat,0.1935,,,39500,40000,40500,40000,40500,40000,39500,39500,39500,39500,39500,39500,39500,39000,39000,39500,39500,39500,40000,40000,40500,40500,40500,40500,40500,40500,,,,,,40500,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,39500,,T0000195,SD
flat,0.2124,39000,40000,40500,41000,41000,41500,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,,,,41500,41500,41500,,41500,41900,41500,41500,41000,41000,41000,40500,40500,40500,40500,40000,39500,,T0000195,SD
flat,0.1766,,40000,40500,40500,41000,41000,41000,41000,41000,41000,40500,40500,40000,39500,39500,39500,39500,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,,40500,40500,41000,41000,41000,40500,39500,T0000195,SD
flat,0.1566,,,31200,39500,39500,39000,40000,,,39000,39000,,,38500,38500,39000,39500,38500,39000,39000,39000,39000,39500,,,,39000,39000,,,,39500,39500,40000,40000,40000,,40000,40000,40000,40500,40500,,40500,,40000,39500,39500,,,T0000195,SD
flat,0.1361,,,,40000,39500,39500,39500,,39500,39000,,,39000,,,,,,,,,,38500,,,,,,,,,,39000,39000,,,,,,,,38500,,,,,,38500,,,T0000195,SD
flat,0.1274,,40000,40000,,,40000,,41000,41000,41000,,,,,,,40000,,,,,,38500,39000,,38500,38500,38500,38500,28800,38500,,38500,39000,39000,38500,39500,38500,,,,,,,,,,38500,,,T0000195,SD
flat,0.1433,,38500,38500,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,38500,38500,38500,39000,38500,39000,39000,39000,39000,38500,38500,39000,39000,39000,39000,39500,39000,39000,39000,,,39000,39000,39000,39000,38500,T0000195,SD
flat,0.0307,,,,,,,,,,,,,,,43900,,,,,,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,,43900,44400,43900,43900,43900,43900,,,,43900,43900,43900,,,,,,,T0000195,SD
flat,0.0148,,,47800,47800,,,,,,,,,,,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,,,65400,65400,,,,,,,,,,,,,T0000195,SD
flat,0.0619,,,,40500,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41900,41900,41500,41500,41500,41500,41500,41000,41000,40500,,40000,40000,,,,,,,,,,,,,,38500,,,,,,,,,T0000195,SD
flat-z,0.0793,43400,43900,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,45800,45400,45800,45400,45400,45400,45400,44900,44900,44400,44400,44400,43900,42400,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,,,40000,40000,40000,,40000,39500,39000,,T0000195,SD
flat-mz,0.1617,,42400,47300,47300,47300,47300,46800,46300,41500,41000,40500,40500,40500,40000,,,,,,,,38500,,,,,45800,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,45800,45400,44900,41000,40500,40500,T0000195,SD
flat-z,0.1479,,,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,40500,40500,40500,40000,,,,,,,39500,39500,39500,39500,,40500,41000,41500,41900,44400,44900,44900,44900,44900,44900,44900,44400,44400,43900,43400,43400,,43400,42900,40500,,T0000195,SD
flat,0.0184,,,,,,,,,,,,,,,41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65400,,,,,,,T0000195,SD
flat,0.0235,,,,,,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,,,,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,47800,47800,47300,47800,47800,47300,47300,47300,46800,,47300,,T0000195,SD
short,0.0051,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,T0000195,SD
short-c,0.0051,61000,61000,61000,61000,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.1177,,42400,,45800,45800,45400,45400,44900,,,,,,,,44400,44400,43900,,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,41500,40500,T0000195,SD
flat,0.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900,,,,,,,,T0000195,SD
flat-z,0.2227,41000,41500,41900,41900,46800,46800,46800,46800,,46800,46800,46800,46800,46800,46800,46800,46800,47300,46800,46800,46800,46300,46300,45800,45800,45800,45800,41500,45400,45400,44900,,44900,44400,43400,,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,,38500,38000,T0000195,SD
flat-z,0.1745,,,39500,,40500,40500,41000,41000,41000,41000,41000,41000,41000,41500,41000,41000,41500,41500,45400,44900,44900,45400,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44400,44400,44400,44400,43900,65400,,T0000195,SD
flat,0.1546,38500,39000,39500,39500,39500,39500,39500,40000,40000,,,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,40500,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,40500,40000,40500,40500,40500,40500,40500,40500,40500,40500,40000,,39500,T0000195,SD
flat,0.1203,,,,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,39500,,,T0000195,SD
flat,0.1382,,39000,39500,,,39500,40000,40000,40000,40000,40500,40000,40500,40000,40500,40500,,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,40000,39500,39000,,T0000195,SD
flat,0.1346,,,40000,40000,40000,,40000,40500,40000,,40000,,,,40500,40500,40500,40500,40500,40500,40000,,,,,,,,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,41000,,,40500,40500,40500,40500,40500,40500,,T0000195,SD
flat,0.1254,,40000,,,,,,,,,,,,,,,,,,41000,,40500,,,40500,41000,40500,41500,40500,41000,41000,40500,41000,41000,41000,,,,43900,,,43900,43900,43900,43400,43400,43400,43400,40000,,T0000195,SD
flat,0.1136,41500,41500,41500,41900,41900,,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,40500,41000,40500,,,40500,,,,,40500,40500,40500,40500,40500,40500,40500,,40000,,,,,,40500,40500,40500,40500,,,,,T0000195,SD
flat,0.1541,,,,64900,,,40500,40000,,40000,,40000,40000,40000,39500,,40000,40000,40500,40000,40500,40500,40500,40500,41000,,41000,41000,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,T0000195,SD
flat-z,0.1832,,,40500,,41000,41000,41000,41000,41000,40500,,41000,41500,41000,,,40000,40500,40500,40500,41000,40500,41000,41000,41000,41000,41000,43900,43900,,43900,43900,43900,43900,43400,43400,42900,,,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43400,T0000195,SD
flat,0.0972,,,40500,40500,40500,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,43400,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,41500,41000,41000,41000,,40000,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,T0000195,SD
flat-z,0.1208,,,,41500,41500,41500,41500,41000,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,41000,41000,41000,42400,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,41900,41900,42400,42400,41900,42400,42400,42400,42900,42900,,T0000195,SD
flat,0.0286,,,,,,,,,,,,,,,,,,,,52200,52700,52700,52700,52700,52700,52200,52200,52200,52200,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.0307,,,,,,,,,,40500,40500,,,,,,,,65400,,,,,,,,,,,,,,41000,,41000,41000,,,,,,,,,,,,,,,T0000195,SD
flat,0.2457,,,,41000,40500,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,,41000,41000,41000,41000,41000,41000,40500,,41000,,,40000,40000,39500,39500,39500,39500,,,,,,,,,,,,,39500,,,T0000195,SD
flat,0.1904,,,41500,41000,41000,41000,41000,41000,40500,40500,,,,,40500,40500,40500,,,,,,,40000,40500,41000,40500,,41500,,41900,41900,41900,41900,41500,41500,41500,41500,41500,41900,42400,42900,42900,42900,,,,43400,41000,,T0000195,SD
flat-z,0.0583,,,,44900,44900,,,,,41900,42400,42400,42400,42400,42400,42400,41900,42400,42400,42400,42400,41900,42400,42400,41900,41900,42400,41900,42400,42900,,42400,42400,42400,42400,42400,42400,42400,42400,42400,,42900,42400,,,,,,,,T0000195,SD
flat,0.0855,,,,47800,47800,,47800,47800,48300,47800,48300,48300,48300,47800,,,,,,,,,,45800,,,46800,,,45800,,,,,,46300,,46300,46300,46300,45800,,46300,,46300,45800,45800,46300,,,T0000195,SD
flat-mz,0.172,,,46800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900,,,,,,,43900,,,,T0000195,SD
flat-mz,0.1617,,,40500,,,,,,,,,,45800,45800,46300,46300,46300,46300,46300,46300,46800,46300,46800,46800,,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,45800,,41000,,T0000195,SD
flat,0.2268,,,,,,,,41000,41500,,,,,,,,,65400,,,,,40500,41000,,40500,,,40000,40000,40000,40000,40000,,40500,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,40500,40000,T0000195,SD
flat,0.1085,,,,,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,40500,40500,40500,40500,41000,41000,40500,40500,40500,40500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,,T0000195,SD
flat,0.1305,,,,,,,,,,,,,,,,65400,,40000,,40000,40000,,,,,,,40500,,,,,,,,,,,,,,,41000,41500,41500,,41500,41500,41900,,T0000195,SD
flat,0.0977,,,,,,40500,,65400,65400,,,,,,,,,,,,41000,41000,40500,40500,,,,64900,,,,,,,,,,,40500,40500,41000,40500,41000,41000,40500,40500,40500,40000,40000,,T0000195,SD
flat,0.0972,,,,39500,,39500,,,39500,,,,,,,,,,,,,,,39500,39500,39500,40000,40000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,,39500,,T0000195,SD
flat,0.1208,,,,,,,,,,,,40500,41000,41000,40500,40500,40500,40500,40000,40500,40000,40000,40000,40000,40000,40000,40500,40500,40000,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,39000,T0000195,SD
flat,0.0865,39500,40000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41500,41500,41500,41900,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,,,40500,40500,,,,40500,40500,41000,41000,41000,41000,41000,40500,40500,40000,T0000195,SD
flat,0.0327,41900,41900,41900,41900,41900,,,41900,41900,,,,,,,,,,,,41900,42400,42400,42400,42900,42400,42900,42900,42400,,,,,,,,42400,42400,,,,,,,,,,,,,T0000195,SD
flat,0.0368,,,,,,,49800,19500,50200,50200,50700,50700,50700,51200,51200,51200,51200,51200,51700,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,50700,,,,,,48800,T0000195,SD
flat,0.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36100,,36100,36100,36600,36600,36600,37100,36600,37100,37100,37100,37100,37100,36600,T0000195,SD
flat,0.0189,,,,,,,,,,,,,,,,,,,,,,,,37500,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.0343,,,,,,,,,,37100,,,37100,,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38500,38000,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,40000,40000,41000,41000,41000,41000,41000,,T0000195,SD
flat,0.0199,,,,,,,,,,,,,,,,,54100,54100,54100,,,,,,,,,,,,,,,,,,,,,,,,,,,,53700,,,,T0000195,SD
flat,0.0317,,,,,,,,,,,46800,47300,47300,,,,47800,47800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.0952,,,,,,,,,,,,,46300,,,,,46800,,,,,,,,,,,,,,,,,,,,,,,,,47300,47300,48300,,48300,48300,47800,,T0000195,SD
flat,0.2467,44900,45400,45400,45400,45800,45400,,,44900,44900,44400,,43900,,,,,43400,65400,43900,,44400,44400,44400,44400,43900,43900,43400,,,43400,43400,,42900,43900,43900,44900,45400,45800,45400,45800,45800,,44900,44400,44400,43900,43900,43900,,T0000195,SD
flat-z,0.1203,38500,39000,,39000,39500,42400,42900,43400,43400,,,43900,43900,43900,43900,43900,,44400,44900,44900,44900,44900,44900,65400,44900,,,,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,,,65400,,,44900,,44900,45400,45400,44900,65400,T0000195,SD
flat,0.0302,,,,,,,,,43400,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,,,,,,,,,,,42900,42900,42900,42900,42900,42400,42900,42900,42400,42900,42900,,,,42400,42400,41900,41900,,41500,,T0000195,SD
flat-z,0.1259,,37100,37500,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,,,,,,,39000,,38500,38500,42400,42900,42900,,42400,42900,,,42900,,43400,43400,43400,43400,43400,,T0000195,SD
short,0.0025,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,,,,,,,,,,37500,T0000195,SD
flat,0.1049,,,,,,37500,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,,T0000195,SD
flat,0.1269,,,,,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,38000,37500,38000,37500,37500,37500,,,37500,37500,37500,,38000,38000,,,,,38000,38000,38000,38500,38000,38000,38000,38000,38000,,37500,,T0000195,SD
flat,0.0988,,,,37500,38000,38000,38000,,38000,38000,38000,38000,38000,38000,38500,38000,38000,,,,,,38000,,38000,,,,38000,38000,38000,38000,38000,37500,38000,,,,,,,,37500,38000,38000,38000,38000,38000,,37500,T0000195,SD
flat,0.1131,37500,37100,37500,37500,37500,37500,37500,37500,37500,37500,,37500,,,,,,37500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.0691,,,37500,38000,38000,38000,38500,38500,38500,38500,38000,38000,,,38000,38000,38000,38000,38000,,,38000,38000,38000,37500,37500,37500,37500,38000,38000,37500,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,,,,T0000195,SD
flat-z,0.0768,,,,,42900,42900,42400,42900,42900,42400,42400,42400,41900,41900,41500,41500,41500,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38000,,,49300,T0000195,SD
flat-z,0.0604,,,39000,39500,39500,,,42900,42400,41900,,,,,,,,,,,42400,42900,42900,42900,42900,42400,,,,42400,42400,42400,41500,41900,41900,41500,41500,,,40500,39500,39500,39000,39000,39000,,,39500,38500,39000,T0000195,SD
flat-z,0.3671,,,44900,44900,44900,44400,43900,,42900,42400,42900,43400,43900,44400,44400,43400,,44400,44900,,,,,,46300,46800,47300,47300,47300,47800,47300,47300,46800,46300,45800,,,45400,45400,44900,44900,43900,,65400,,,40500,,41000,,T0000195,SD
flat,0.1592,,,,,,42900,,42400,,42400,,,,,,,,,,,,,,,,,,,,,,42900,,42400,41900,41900,41900,41500,41000,40000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38000,T0000195,SD
step down,0.1991,,,,54100,54600,,,57600,,,,,,,,,46300,46800,46800,46800,46800,46800,46300,46300,46300,45800,45800,45800,45400,45400,44900,44900,44900,44900,44400,43900,43900,43900,43900,43400,43400,42900,42400,39000,43400,43900,43900,43900,43400,,T0000195,SD
flat-z,0.0901,,39500,,,,42900,,,,,,43900,43900,44400,44400,44400,44400,44400,43900,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42900,42400,42400,,,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,40000,39500,39500,39000,38500,,T0000195,SD
step up,0.0558,,44400,,,,,45400,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43400,42900,42400,,40500,,,,58500,,T0000195,SD
flat,0.0506,,,45800,45400,45800,45800,45800,45400,45800,45800,45400,45400,45800,45800,45800,45800,45400,45400,,45400,45800,45400,45400,45400,45400,45400,45400,44900,45400,,,44900,,44900,,,,,,,,,,,,44900,44900,44900,44400,,T0000195,SD
flat,0.0174,,,,,,,,,,,,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,49300,49300,49300,49300,48800,48800,,,,48300,,,47800,47300,46800,46800,47300,46300,46300,46300,46300,46300,46300,,,T0000195,SD
flat,0.0824,43400,43900,44400,44900,44900,44400,43900,43900,43900,44400,45400,46300,46800,47300,47800,47800,47800,47800,47800,47800,47300,47300,47800,47800,47800,47300,47300,47300,46800,46800,46800,46800,46800,46300,46300,46300,46300,45800,45800,45800,45800,46300,46300,46300,46800,46800,46800,45400,45400,,T0000195,SD
flat-z,0.0455,,40000,,42400,,,,,44400,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,45800,45800,45400,,,,T0000195,SD
flat,0.0701,,50200,,50700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.0476,,,,,43900,43900,,,,,,,,44400,,,,,,,,,,,,,,,,,,,,,,45800,46300,45800,45800,45800,45800,45400,45400,44900,44900,44400,65400,,,,T0000195,SD
flat,0.1008,,,,,,,,,,45400,45800,,,,,,45800,,,,,,,46300,,41500,,,,,,,,43400,44400,45400,45400,45400,45800,45400,45400,45400,45400,44400,43900,43400,42900,,40500,,T0000195,SD
flat-z,0.0686,,,45400,,,45800,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800,46800,46800,46300,46300,45800,45800,45400,44900,42900,42900,42400,41500,41000,41000,41000,40500,,T0000195,SD
flat,0.0455,39500,,,,,,,45400,45400,45400,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,46300,45800,45800,45800,45800,45800,45800,45400,45800,45400,45400,45400,45400,45400,44900,44900,44400,43900,,,T0000195,SD
flat-mz,0.0373,,,,,,,47300,47800,47800,47800,47300,47800,47800,47800,47800,47800,47800,47800,47800,47300,47800,47300,47300,47300,47300,47300,46800,46800,47300,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,45800,45800,41900,41900,41900,41900,,T0000195,SD
complex,0.0757,,,,,,42900,,,,,,,,,,,43900,44900,44900,45400,45400,45400,45400,44900,44900,44400,43900,43900,42900,42900,42400,42400,41900,41000,40500,,,,,39500,40000,40000,39500,39000,39500,39500,39500,39500,,,T0000195,SD
flat-z,0.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,43900,43900,43900,43900,43900,43900,,,,,,,,,,,,,,43900,,,43900,43900,T0000195,SD
flat,0.0235,,,,44400,44900,44400,44400,44400,44400,44400,44400,44400,,,44400,44400,44400,44400,44400,44400,44900,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,45800,46300,45800,,,,,,T0000195,SD
flat,0.0215,,,,,,,,,,51200,51200,51200,51700,51200,51700,51700,,,,,,,,,,,,,,,65400,,,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,,T0000195,SD
short,0.0025,,,,,,,,,,,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,91300,91300,91300,91300,91300,91300,91300,91300,91300,91300,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,T0000195,SD
flat,0.0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
short,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
short-ur,0.0046,65400,65400,65400,65400,65400,65400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat,0.0138,,,,,,,,,,,,,,,,,,,,75100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
complex,0.0691,,,,,,,,,,,47300,47800,47800,47800,47800,47800,47800,47800,47800,47300,47800,47300,,,,,,,,,,,,,,,,,,47800,47800,47800,48300,,,,50700,50200,,65400,T0000195,SD
complex,0.065,47800,48300,,,,,48800,49300,,,,,,,,,,,,49800,50200,50200,,,,,51700,52200,51700,52200,51700,51700,51700,,51200,51200,50700,50700,50200,49800,49800,49300,48800,48800,48800,48300,48300,48300,47800,,T0000195,SD
flat,0.0737,,,47300,47800,47300,47300,47800,47300,47800,47800,47800,47800,47800,47800,47800,47300,47300,,,47300,,,,46800,47300,47300,47300,46800,47300,47300,47300,47300,47300,47300,47800,47800,47300,,48300,48300,48300,48300,,,48300,48300,,,64900,,T0000195,SD
flat,0.0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000195,SD
flat-z,0.0834,45800,,,,,,,46300,46300,46800,,,,,,,46800,46300,46300,46300,46300,46300,46300,,,45800,45800,45800,45400,,45400,45800,,,,,45400,45400,45400,45400,45800,45800,45800,,,,44900,41500,41500,,T0000195,SD
